dtg,value
04-09-2010,3.2
04-09-2010,3.2
04-09-2010,3.2
04-09-2010,3.2
04-09-2010,3.2
04-09-2010,3.2
04-09-2010,3.2
04-09-2010,3.2
04-09-2010,3.2
04-09-2010,3.2
04-09-2010,3.2
04-09-2010,3.2
04-09-2010,3.2
04-09-2010,3.2
04-09-2010,3.2
04-09-2010,3.2
04-09-2010,3.2
04-09-2010,3.2
04-09-2010,3.2
04-09-2010,3.2
04-09-2010,3.2
04-09-2010,3.2
04-09-2010,3.2
04-09-2010,3.2
04-09-2010,3.2
04-09-2010,3.2
04-09-2010,3.2
04-09-2010,3.2
04-09-2010,3.2
04-09-2010,3.2
04-09-2010,3.2
04-09-2010,3.2
04-09-2010,3.2
04-09-2010,3.2
04-09-2010,3.2
04-09-2010,3.2
04-09-2010,3.2
04-09-2010,3.2
04-09-2010,3.2
04-09-2010,3.2
04-09-2010,3.3
04-09-2010,3.3
04-09-2010,3.3
04-09-2010,3.3
04-09-2010,3.3
04-09-2010,3.3
04-09-2010,3.3
04-09-2010,3.3
04-09-2010,3.3
04-09-2010,3.3
04-09-2010,3.3
04-09-2010,3.3
04-09-2010,3.3
04-09-2010,3.3
04-09-2010,3.3
04-09-2010,3.3
04-09-2010,3.3
04-09-2010,3.3
04-09-2010,3.3
04-09-2010,3.3
04-09-2010,3.3
04-09-2010,3.3
04-09-2010,3.3
04-09-2010,3.3
04-09-2010,3.3
04-09-2010,3.3
04-09-2010,3.3
04-09-2010,3.3
04-09-2010,3.3
04-09-2010,3.3
04-09-2010,3.3
04-09-2010,3.3
04-09-2010,3.3
04-09-2010,3.3
04-09-2010,3.3
04-09-2010,3.3
04-09-2010,3.3
04-09-2010,3.3
04-09-2010,3.3
04-09-2010,3.3
04-09-2010,3.3
04-09-2010,3.3
04-09-2010,3.3
04-09-2010,3.4
04-09-2010,3.4
04-09-2010,3.4
04-09-2010,3.4
04-09-2010,3.4
04-09-2010,3.4
04-09-2010,3.4
04-09-2010,3.4
04-09-2010,3.4
04-09-2010,3.4
04-09-2010,3.4
04-09-2010,3.4
04-09-2010,3.4
04-09-2010,3.4
04-09-2010,3.4
04-09-2010,3.4
04-09-2010,3.4
04-09-2010,3.4
04-09-2010,3.4
04-09-2010,3.4
04-09-2010,3.4
04-09-2010,3.4
04-09-2010,3.4
04-09-2010,3.4
04-09-2010,3.4
04-09-2010,3.4
04-09-2010,3.4
04-09-2010,3.4
04-09-2010,3.4
04-09-2010,3.4
04-09-2010,3.4
04-09-2010,3.4
04-09-2010,3.4
04-09-2010,3.5
04-09-2010,3.5
04-09-2010,3.5
04-09-2010,3.5
04-09-2010,3.5
04-09-2010,3.5
04-09-2010,3.5
04-09-2010,3.5
04-09-2010,3.5
04-09-2010,3.5
04-09-2010,3.5
04-09-2010,3.5
04-09-2010,3.5
04-09-2010,3.5
04-09-2010,3.5
04-09-2010,3.5
04-09-2010,3.5
04-09-2010,3.5
04-09-2010,3.5
04-09-2010,3.5
04-09-2010,3.5
04-09-2010,3.5
04-09-2010,3.5
04-09-2010,3.5
04-09-2010,3.5
04-09-2010,3.5
04-09-2010,3.5
04-09-2010,3.6
04-09-2010,3.6
04-09-2010,3.6
04-09-2010,3.6
04-09-2010,3.6
04-09-2010,3.6
04-09-2010,3.6
04-09-2010,3.6
04-09-2010,3.6
04-09-2010,3.6
04-09-2010,3.6
04-09-2010,3.6
04-09-2010,3.6
04-09-2010,3.6
04-09-2010,3.6
04-09-2010,3.6
04-09-2010,3.7
04-09-2010,3.7
04-09-2010,3.7
04-09-2010,3.7
04-09-2010,3.7
04-09-2010,3.7
04-09-2010,3.7
04-09-2010,3.7
04-09-2010,3.7
04-09-2010,3.8
04-09-2010,3.8
04-09-2010,3.8
04-09-2010,3.8
04-09-2010,3.8
04-09-2010,3.8
04-09-2010,3.8
04-09-2010,3.8
04-09-2010,3.8
04-09-2010,3.8
04-09-2010,3.8
04-09-2010,3.8
04-09-2010,3.8
04-09-2010,3.8
04-09-2010,3.8
04-09-2010,3.8
04-09-2010,3.9
04-09-2010,3.9
04-09-2010,3.9
04-09-2010,3.9
04-09-2010,3.9
04-09-2010,3.9
04-09-2010,3.9
04-09-2010,4
04-09-2010,4
04-09-2010,4
04-09-2010,4
04-09-2010,4
04-09-2010,4
04-09-2010,4
04-09-2010,4
04-09-2010,4
04-09-2010,4.1
04-09-2010,4.1
04-09-2010,4.1
04-09-2010,4.1
04-09-2010,4.1
04-09-2010,4.1
04-09-2010,4.1
04-09-2010,4.1
04-09-2010,4.1
04-09-2010,4.2
04-09-2010,4.2
04-09-2010,4.2
04-09-2010,4.2
04-09-2010,4.2
04-09-2010,4.3
04-09-2010,4.3
04-09-2010,4.4
04-09-2010,4.4
04-09-2010,4.4
04-09-2010,4.4
04-09-2010,4.4
04-09-2010,4.5
04-09-2010,4.5
04-09-2010,4.5
04-09-2010,4.6
04-09-2010,4.7
04-09-2010,4.9
04-09-2010,5
04-09-2010,5.4
04-09-2011,3
04-09-2011,3
04-09-2011,3
04-09-2011,3.1
04-09-2011,3.1
04-09-2011,3.1
04-09-2011,3.1
04-09-2011,3.1
04-09-2011,3.2
04-09-2011,3.3
04-09-2011,3.3
04-09-2011,3.3
04-09-2011,3.4
04-09-2011,3.4
04-09-2011,3.5
04-09-2011,3.6
04-09-2011,3.9
04-09-2011,4.3
04-10-2010,3
04-10-2010,3
04-10-2010,3.1
04-10-2010,3.1
04-10-2010,3.1
04-10-2010,3.1
04-10-2010,3.3
04-10-2010,3.3
04-10-2010,3.3
04-10-2010,3.3
04-10-2010,3.4
04-10-2010,3.4
04-10-2010,3.5
04-10-2010,3.5
04-10-2010,3.9
04-10-2010,4
04-10-2010,4.3
04-10-2010,5.2
04-10-2011,3
04-10-2011,3
04-10-2011,3
04-10-2011,3
04-10-2011,3
04-10-2011,3
04-10-2011,3
04-10-2011,3.1
04-10-2011,3.1
04-10-2011,3.2
04-10-2011,3.2
04-10-2011,3.2
04-10-2011,3.3
04-10-2011,3.5
04-10-2011,3.5
04-10-2011,3.6
04-10-2011,3.6
04-10-2011,3.6
04-10-2011,3.6
04-10-2011,4
04-11-2010,3
04-11-2010,3
04-11-2010,3.1
04-11-2010,3.1
04-11-2010,3.1
04-11-2010,3.2
04-11-2010,3.2
04-11-2010,3.3
04-11-2010,3.3
04-11-2010,3.5
04-11-2010,3.5
04-11-2010,3.7
04-11-2010,3.9
04-11-2011,3
04-11-2011,3.1
04-11-2011,3.2
04-11-2011,3.2
04-11-2011,3.3
04-11-2011,3.3
04-11-2011,3.5
04-11-2011,3.6
04-11-2011,3.7
04-11-2011,3.8
04-11-2011,3.9
04-11-2011,4
04-11-2011,4.1
04-12-2010,3
04-12-2010,3.1
04-12-2010,3.1
04-12-2010,3.2
04-12-2010,3.2
04-12-2010,3.3
04-12-2010,3.4
04-12-2010,3.5
04-12-2010,3.5
04-12-2010,3.5
04-12-2010,3.7
04-12-2010,3.7
04-12-2011,3
04-12-2011,3
04-12-2011,3
04-12-2011,3.1
04-12-2011,3.2
04-12-2011,3.2
04-12-2011,3.2
04-12-2011,3.3
04-12-2011,3.3
04-12-2011,3.4
04-12-2011,3.4
04-12-2011,3.6
04-12-2011,4.1
04-12-2011,4.9
04-12-2011,5
05-01-2011,3
05-01-2011,3
05-01-2011,3.1
05-01-2011,3.1
05-01-2011,3.2
05-01-2011,3.2
05-01-2011,3.4
05-01-2011,3.5
05-01-2011,3.6
05-01-2011,3.8
05-01-2011,3.8
05-02-2011,3
05-02-2011,3
05-02-2011,3.2
05-02-2011,3.2
05-02-2011,3.3
05-02-2011,3.4
05-02-2011,3.6
05-02-2011,3.6
05-02-2011,3.7
05-02-2011,3.8
05-03-2011,3
05-03-2011,3
05-03-2011,3
05-03-2011,3
05-03-2011,3
05-03-2011,3
05-03-2011,3
05-03-2011,3
05-03-2011,3
05-03-2011,3.1
05-03-2011,3.1
05-03-2011,3.1
05-03-2011,3.1
05-03-2011,3.1
05-03-2011,3.1
05-03-2011,3.2
05-03-2011,3.2
05-03-2011,3.3
05-03-2011,3.3
05-03-2011,3.4
05-03-2011,3.4
05-03-2011,3.5
05-03-2011,3.5
05-03-2011,3.5
05-03-2011,3.6
05-03-2011,3.7
05-03-2011,3.8
05-03-2011,3.9
05-03-2011,5
05-04-2011,3
05-04-2011,3
05-04-2011,3.1
05-04-2011,3.1
05-04-2011,3.2
05-04-2011,3.3
05-04-2011,3.4
05-04-2011,3.5
05-04-2011,3.5
05-04-2011,3.9
05-05-2011,3.1
05-05-2011,3.3
05-05-2011,3.3
05-05-2011,3.4
05-05-2011,3.4
05-05-2011,3.5
05-05-2011,3.8
05-05-2011,4.1
05-06-2011,3
05-06-2011,3
05-06-2011,3
05-06-2011,3
05-06-2011,3
05-06-2011,3
05-06-2011,3.1
05-06-2011,3.1
05-06-2011,3.1
05-06-2011,3.2
05-06-2011,3.2
05-06-2011,3.2
05-06-2011,3.3
05-06-2011,3.3
05-06-2011,3.7
05-06-2011,3.8
05-06-2011,3.8
05-06-2011,5.5
05-07-2010,3
05-07-2010,3.1
05-07-2010,3.2
05-07-2010,3.2
05-07-2010,3.3
05-07-2010,3.3
05-07-2010,3.4
05-07-2010,3.5
05-07-2010,3.6
05-07-2010,3.6
05-07-2010,3.9
05-07-2010,3.9
05-07-2011,3
05-07-2011,3
05-07-2011,3
05-07-2011,3
05-07-2011,3
05-07-2011,3
05-07-2011,3
05-07-2011,3
05-07-2011,3.1
05-07-2011,3.1
05-07-2011,3.1
05-07-2011,3.1
05-07-2011,3.2
05-07-2011,3.2
05-07-2011,3.2
05-07-2011,3.2
05-07-2011,3.2
05-07-2011,3.3
05-07-2011,3.3
05-07-2011,3.3
05-07-2011,3.4
05-07-2011,3.5
05-07-2011,3.5
05-07-2011,3.5
05-07-2011,3.5
05-07-2011,3.7
05-07-2011,3.7
05-07-2011,4
05-07-2011,4
05-07-2011,6.5
05-08-2010,3
05-08-2010,3
05-08-2010,3
05-08-2010,3
05-08-2010,3.1
05-08-2010,3.2
05-08-2010,3.6
05-08-2010,3.6
05-08-2010,3.6
05-08-2010,3.8
05-08-2011,3
05-08-2011,3.1
05-08-2011,3.1
05-08-2011,3.1
05-08-2011,3.2
05-08-2011,3.4
05-08-2011,3.4
05-08-2011,3.6
05-08-2011,3.7
05-08-2011,3.9
05-08-2011,3.9
05-08-2011,4
05-08-2011,4.2
05-08-2011,4.5
05-09-2010,3
05-09-2010,3
05-09-2010,3
05-09-2010,3
05-09-2010,3
05-09-2010,3
05-09-2010,3
05-09-2010,3
05-09-2010,3
05-09-2010,3
05-09-2010,3
05-09-2010,3
05-09-2010,3
05-09-2010,3
05-09-2010,3
05-09-2010,3
05-09-2010,3
05-09-2010,3
05-09-2010,3
05-09-2010,3
05-09-2010,3
05-09-2010,3
05-09-2010,3
05-09-2010,3
05-09-2010,3
05-09-2010,3
05-09-2010,3
05-09-2010,3
05-09-2010,3
05-09-2010,3
05-09-2010,3
05-09-2010,3
05-09-2010,3
05-09-2010,3
05-09-2010,3
05-09-2010,3.1
05-09-2010,3.1
05-09-2010,3.1
05-09-2010,3.1
05-09-2010,3.1
05-09-2010,3.1
05-09-2010,3.1
05-09-2010,3.1
05-09-2010,3.1
05-09-2010,3.1
05-09-2010,3.1
05-09-2010,3.1
05-09-2010,3.1
05-09-2010,3.1
05-09-2010,3.1
05-09-2010,3.1
05-09-2010,3.1
05-09-2010,3.1
05-09-2010,3.1
05-09-2010,3.1
05-09-2010,3.1
05-09-2010,3.1
05-09-2010,3.1
05-09-2010,3.1
05-09-2010,3.1
05-09-2010,3.1
05-09-2010,3.1
05-09-2010,3.2
05-09-2010,3.2
05-09-2010,3.2
05-09-2010,3.2
05-09-2010,3.2
05-09-2010,3.2
05-09-2010,3.2
05-09-2010,3.2
05-09-2010,3.2
05-09-2010,3.2
05-09-2010,3.2
05-09-2010,3.2
05-09-2010,3.2
05-09-2010,3.2
05-09-2010,3.2
05-09-2010,3.2
05-09-2010,3.2
05-09-2010,3.2
05-09-2010,3.2
05-09-2010,3.2
05-09-2010,3.2
05-09-2010,3.2
05-09-2010,3.2
05-09-2010,3.2
05-09-2010,3.2
05-09-2010,3.3
05-09-2010,3.3
05-09-2010,3.3
05-09-2010,3.3
05-09-2010,3.3
05-09-2010,3.3
05-09-2010,3.3
05-09-2010,3.3
05-09-2010,3.3
05-09-2010,3.3
05-09-2010,3.3
05-09-2010,3.3
05-09-2010,3.3
05-09-2010,3.3
05-09-2010,3.3
05-09-2010,3.3
05-09-2010,3.3
05-09-2010,3.3
05-09-2010,3.4
05-09-2010,3.4
05-09-2010,3.4
05-09-2010,3.4
05-09-2010,3.4
05-09-2010,3.4
05-09-2010,3.4
05-09-2010,3.4
05-09-2010,3.4
05-09-2010,3.4
05-09-2010,3.4
05-09-2010,3.4
05-09-2010,3.5
05-09-2010,3.5
05-09-2010,3.5
05-09-2010,3.5
05-09-2010,3.5
05-09-2010,3.5
05-09-2010,3.5
05-09-2010,3.5
05-09-2010,3.5
05-09-2010,3.6
05-09-2010,3.6
05-09-2010,3.6
05-09-2010,3.6
05-09-2010,3.6
05-09-2010,3.6
05-09-2010,3.6
05-09-2010,3.6
05-09-2010,3.6
05-09-2010,3.6
05-09-2010,3.7
05-09-2010,3.7
05-09-2010,3.7
05-09-2010,3.7
05-09-2010,3.7
05-09-2010,3.7
05-09-2010,3.8
05-09-2010,3.8
05-09-2010,3.8
05-09-2010,3.8
05-09-2010,3.9
05-09-2010,4.1
05-09-2010,4.1
05-09-2010,4.2
05-09-2010,4.2
05-09-2010,4.2
05-09-2010,4.3
05-09-2010,4.3
05-09-2010,4.6
05-09-2010,4.7
05-09-2010,4.9
05-09-2011,3
05-09-2011,3.1
05-09-2011,3.2
05-09-2011,3.2
05-09-2011,3.2
05-09-2011,3.4
05-09-2011,3.4
05-09-2011,3.6
05-10-2010,3
05-10-2010,3
05-10-2010,3
05-10-2010,3
05-10-2010,3.1
05-10-2010,3.1
05-10-2010,3.1
05-10-2010,3.1
05-10-2010,3.1
05-10-2010,3.2
05-10-2010,3.2
05-10-2010,3.2
05-10-2010,3.3
05-10-2010,3.3
05-10-2010,3.3
05-10-2010,3.4
05-10-2010,3.5
05-10-2010,3.5
05-10-2010,3.6
05-10-2010,3.7
05-10-2010,3.7
05-10-2010,3.8
05-10-2010,3.9
05-10-2010,4
05-10-2010,4
05-10-2010,4
05-10-2010,4.1
05-10-2010,4.7
05-10-2011,3
05-10-2011,3.1
05-10-2011,3.1
05-10-2011,3.3
05-10-2011,3.3
05-10-2011,3.4
05-10-2011,3.4
05-10-2011,3.5
05-10-2011,3.7
05-10-2011,3.8
05-10-2011,4.5
05-10-2011,5.7
05-11-2010,3
05-11-2010,3
05-11-2010,3
05-11-2010,3.1
05-11-2010,3.1
05-11-2010,3.1
05-11-2010,3.1
05-11-2010,3.1
05-11-2010,3.2
05-11-2010,3.3
05-11-2010,3.4
05-11-2010,3.4
05-11-2010,3.5
05-11-2010,3.8
05-11-2010,3.8
05-11-2010,4.3
05-11-2010,4.3
05-11-2010,4.5
05-11-2011,3
05-11-2011,3.2
05-11-2011,3.3
05-12-2010,3
05-12-2010,3
05-12-2010,3.1
05-12-2010,3.1
05-12-2010,3.2
05-12-2010,3.3
05-12-2010,3.3
05-12-2010,3.4
05-12-2010,3.4
05-12-2010,3.5
05-12-2010,3.6
05-12-2010,3.7
05-12-2010,3.7
05-12-2010,3.7
05-12-2010,3.8
05-12-2011,3
05-12-2011,3.1
05-12-2011,3.1
05-12-2011,3.2
05-12-2011,3.2
05-12-2011,3.2
05-12-2011,3.3
05-12-2011,3.3
05-12-2011,3.3
05-12-2011,3.4
05-12-2011,3.4
05-12-2011,3.5
05-12-2011,3.5
05-12-2011,3.6
05-12-2011,3.6
05-12-2011,3.7
05-12-2011,3.7
05-12-2011,4
06-01-2011,3
06-01-2011,3
06-01-2011,3
06-01-2011,3.1
06-01-2011,3.1
06-01-2011,3.1
06-01-2011,3.2
06-01-2011,3.3
06-01-2011,3.3
06-01-2011,3.7
06-01-2011,3.7
06-01-2011,3.8
06-01-2011,5
06-02-2011,3
06-02-2011,3.1
06-02-2011,3.1
06-02-2011,3.1
06-02-2011,3.2
06-02-2011,3.2
06-02-2011,3.2
06-02-2011,3.3
06-02-2011,3.3
06-02-2011,3.4
06-02-2011,3.8
06-02-2011,4
06-03-2011,3
06-03-2011,3
06-03-2011,3
06-03-2011,3
06-03-2011,3
06-03-2011,3
06-03-2011,3
06-03-2011,3.1
06-03-2011,3.1
06-03-2011,3.1
06-03-2011,3.1
06-03-2011,3.2
06-03-2011,3.2
06-03-2011,3.3
06-03-2011,3.3
06-03-2011,3.3
06-03-2011,3.4
06-03-2011,3.4
06-03-2011,3.4
06-03-2011,3.5
06-03-2011,3.7
06-03-2011,4
06-03-2011,4.1
06-03-2011,5.1
06-04-2011,3
06-04-2011,3
06-04-2011,3.2
06-04-2011,3.2
06-04-2011,3.3
06-04-2011,3.3
06-04-2011,3.4
06-04-2011,3.6
06-04-2011,4
06-05-2011,3
06-05-2011,3
06-05-2011,3
06-05-2011,3
06-05-2011,3
06-05-2011,3
06-05-2011,3.1
06-05-2011,3.1
06-05-2011,3.2
06-05-2011,3.4
06-05-2011,5.2
06-06-2011,3
06-06-2011,3
06-06-2011,3
06-06-2011,3
06-06-2011,3
06-06-2011,3
06-06-2011,3
06-06-2011,3.1
06-06-2011,3.1
06-06-2011,3.1
06-06-2011,3.2
06-06-2011,3.2
06-06-2011,3.2
06-06-2011,3.2
06-06-2011,3.2
06-06-2011,3.3
06-06-2011,3.4
06-06-2011,3.5
06-06-2011,3.5
06-06-2011,3.6
06-06-2011,4
06-06-2011,4.5
06-07-2010,3
06-07-2010,3.2
06-07-2010,3.3
06-07-2010,3.5
06-07-2010,3.5
06-07-2010,4.2
06-07-2010,4.9
06-07-2011,3
06-07-2011,3
06-07-2011,3
06-07-2011,3.1
06-07-2011,3.1
06-07-2011,3.3
06-07-2011,3.4
06-07-2011,3.4
06-07-2011,3.7
06-07-2011,3.7
06-07-2011,3.9
06-07-2011,4.3
06-07-2011,7.6
06-08-2010,3
06-08-2010,3.1
06-08-2010,3.1
06-08-2010,3.2
06-08-2010,3.2
06-08-2010,3.4
06-08-2010,3.4
06-08-2010,3.5
06-08-2010,3.6
06-08-2011,3.1
06-08-2011,3.2
06-08-2011,3.2
06-08-2011,3.2
06-08-2011,3.2
06-08-2011,3.3
06-08-2011,3.4
06-08-2011,3.6
06-08-2011,3.7
06-08-2011,3.9
06-08-2011,5.3
06-09-2010,3
06-09-2010,3
06-09-2010,3
06-09-2010,3
06-09-2010,3
06-09-2010,3
06-09-2010,3
06-09-2010,3
06-09-2010,3
06-09-2010,3
06-09-2010,3
06-09-2010,3
06-09-2010,3
06-09-2010,3
06-09-2010,3
06-09-2010,3
06-09-2010,3
06-09-2010,3
06-09-2010,3
06-09-2010,3
06-09-2010,3
06-09-2010,3.1
06-09-2010,3.1
06-09-2010,3.1
06-09-2010,3.1
06-09-2010,3.1
06-09-2010,3.1
06-09-2010,3.1
06-09-2010,3.1
06-09-2010,3.1
06-09-2010,3.1
06-09-2010,3.1
06-09-2010,3.1
06-09-2010,3.1
06-09-2010,3.1
06-09-2010,3.1
06-09-2010,3.1
06-09-2010,3.1
06-09-2010,3.1
06-09-2010,3.1
06-09-2010,3.1
06-09-2010,3.1
06-09-2010,3.1
06-09-2010,3.2
06-09-2010,3.2
06-09-2010,3.2
06-09-2010,3.2
06-09-2010,3.2
06-09-2010,3.2
06-09-2010,3.2
06-09-2010,3.2
06-09-2010,3.2
06-09-2010,3.2
06-09-2010,3.2
06-09-2010,3.2
06-09-2010,3.2
06-09-2010,3.2
06-09-2010,3.2
06-09-2010,3.2
06-09-2010,3.2
06-09-2010,3.2
06-09-2010,3.2
06-09-2010,3.2
06-09-2010,3.2
06-09-2010,3.2
06-09-2010,3.2
06-09-2010,3.2
06-09-2010,3.2
06-09-2010,3.2
06-09-2010,3.2
06-09-2010,3.2
06-09-2010,3.2
06-09-2010,3.3
06-09-2010,3.3
06-09-2010,3.3
06-09-2010,3.3
06-09-2010,3.3
06-09-2010,3.3
06-09-2010,3.3
06-09-2010,3.3
06-09-2010,3.3
06-09-2010,3.3
06-09-2010,3.3
06-09-2010,3.3
06-09-2010,3.3
06-09-2010,3.3
06-09-2010,3.3
06-09-2010,3.3
06-09-2010,3.3
06-09-2010,3.3
06-09-2010,3.3
06-09-2010,3.3
06-09-2010,3.3
06-09-2010,3.3
06-09-2010,3.4
06-09-2010,3.4
06-09-2010,3.4
06-09-2010,3.4
06-09-2010,3.4
06-09-2010,3.4
06-09-2010,3.4
06-09-2010,3.5
06-09-2010,3.5
06-09-2010,3.5
06-09-2010,3.5
06-09-2010,3.5
06-09-2010,3.5
06-09-2010,3.5
06-09-2010,3.5
06-09-2010,3.5
06-09-2010,3.5
06-09-2010,3.5
06-09-2010,3.6
06-09-2010,3.6
06-09-2010,3.6
06-09-2010,3.6
06-09-2010,3.6
06-09-2010,3.6
06-09-2010,3.6
06-09-2010,3.6
06-09-2010,3.7
06-09-2010,3.7
06-09-2010,3.7
06-09-2010,3.7
06-09-2010,3.7
06-09-2010,3.8
06-09-2010,3.8
06-09-2010,3.8
06-09-2010,3.8
06-09-2010,3.8
06-09-2010,3.9
06-09-2010,3.9
06-09-2010,3.9
06-09-2010,3.9
06-09-2010,3.9
06-09-2010,3.9
06-09-2010,3.9
06-09-2010,4
06-09-2010,4.1
06-09-2010,4.2
06-09-2010,4.3
06-09-2010,4.4
06-09-2010,4.4
06-09-2010,4.5
06-09-2010,4.5
06-09-2010,4.6
06-09-2010,5.1
06-09-2010,5.2
06-09-2010,5.3
06-09-2010,5.4
06-09-2011,3
06-09-2011,3
06-09-2011,3
06-09-2011,3.1
06-09-2011,3.1
06-09-2011,3.2
06-09-2011,3.2
06-09-2011,3.3
06-09-2011,3.3
06-09-2011,3.4
06-09-2011,3.4
06-09-2011,3.4
06-09-2011,3.5
06-09-2011,3.5
06-10-2010,3
06-10-2010,3
06-10-2010,3
06-10-2010,3
06-10-2010,3.1
06-10-2010,3.1
06-10-2010,3.2
06-10-2010,3.3
06-10-2010,3.3
06-10-2010,3.3
06-10-2010,3.4
06-10-2010,3.5
06-10-2010,4
06-10-2010,4.1
06-10-2010,4.2
06-10-2011,3
06-10-2011,3
06-10-2011,3
06-10-2011,3
06-10-2011,3.1
06-10-2011,3.2
06-10-2011,3.3
06-10-2011,3.3
06-10-2011,4
06-11-2010,3
06-11-2010,3
06-11-2010,3
06-11-2010,3
06-11-2010,3
06-11-2010,3.1
06-11-2010,3.1
06-11-2010,3.1
06-11-2010,3.3
06-11-2010,3.5
06-11-2010,3.9
06-11-2010,4.6
06-11-2011,3
06-11-2011,3
06-11-2011,3
06-11-2011,3.1
06-11-2011,3.1
06-11-2011,3.1
06-11-2011,3.3
06-11-2011,3.3
06-11-2011,3.4
06-11-2011,3.5
06-11-2011,3.8
06-11-2011,3.8
06-12-2010,3.1
06-12-2010,3.2
06-12-2010,3.2
06-12-2010,3.2
06-12-2010,3.3
06-12-2010,3.7
06-12-2010,3.8
06-12-2011,3
06-12-2011,3.1
06-12-2011,3.2
06-12-2011,3.2
06-12-2011,3.2
06-12-2011,3.2
06-12-2011,3.4
07-01-2011,3
07-01-2011,3
07-01-2011,3
07-01-2011,3.2
07-01-2011,3.2
07-01-2011,3.3
07-01-2011,3.6
07-01-2011,4.3
07-01-2011,4.4
07-02-2011,3
07-02-2011,3
07-02-2011,3
07-02-2011,3
07-02-2011,3.1
07-02-2011,3.1
07-02-2011,3.2
07-02-2011,3.2
07-02-2011,3.2
07-02-2011,3.3
07-02-2011,3.4
07-02-2011,3.4
07-03-2011,3
07-03-2011,3
07-03-2011,3
07-03-2011,3
07-03-2011,3
07-03-2011,3
07-03-2011,3.1
07-03-2011,3.1
07-03-2011,3.1
07-03-2011,3.1
07-03-2011,3.1
07-03-2011,3.1
07-03-2011,3.1
07-03-2011,3.2
07-03-2011,3.3
07-03-2011,3.4
07-03-2011,3.4
07-03-2011,3.6
07-03-2011,3.6
07-03-2011,3.7
07-03-2011,4.3
07-04-2011,3.1
07-04-2011,3.1
07-04-2011,3.1
07-04-2011,3.1
07-04-2011,3.2
07-04-2011,3.2
07-04-2011,3.3
07-04-2011,3.3
07-04-2011,3.4
07-04-2011,3.4
07-04-2011,3.5
07-04-2011,3.6
07-04-2011,3.7
07-04-2011,4.6
07-04-2011,5.2
07-05-2011,3
07-05-2011,3
07-05-2011,3.1
07-05-2011,3.1
07-05-2011,3.1
07-05-2011,3.2
07-05-2011,3.2
07-05-2011,3.2
07-05-2011,3.4
07-05-2011,3.5
07-05-2011,3.6
07-05-2011,3.7
07-05-2011,3.7
07-05-2011,4
07-06-2011,3
07-06-2011,3
07-06-2011,3
07-06-2011,3
07-06-2011,3.1
07-06-2011,3.1
07-06-2011,3.1
07-06-2011,3.1
07-06-2011,3.2
07-06-2011,3.2
07-06-2011,3.3
07-06-2011,3.3
07-06-2011,3.3
07-06-2011,3.5
07-06-2011,3.5
07-06-2011,3.7
07-06-2011,3.7
07-06-2011,4
07-06-2011,4.2
07-06-2011,4.5
07-07-2010,3
07-07-2010,3.3
07-07-2010,3.3
07-07-2010,3.3
07-07-2010,3.8
07-07-2010,3.8
07-07-2011,3
07-07-2011,3
07-07-2011,3
07-07-2011,3.1
07-07-2011,3.1
07-07-2011,3.3
07-07-2011,3.4
07-07-2011,3.4
07-07-2011,3.4
07-07-2011,3.6
07-07-2011,3.8
07-07-2011,4.1
07-07-2011,4.4
07-07-2011,4.7
07-08-2010,3.1
07-08-2010,3.2
07-08-2010,3.3
07-08-2010,3.3
07-08-2010,3.4
07-08-2010,3.4
07-08-2010,3.5
07-08-2010,3.6
07-08-2010,3.8
07-08-2010,3.8
07-08-2010,3.8
07-08-2011,3
07-08-2011,3
07-08-2011,3
07-08-2011,3
07-08-2011,3.1
07-08-2011,3.3
07-08-2011,3.4
07-08-2011,3.4
07-08-2011,3.8
07-08-2011,3.8
07-08-2011,3.8
07-08-2011,3.9
07-09-2010,3
07-09-2010,3
07-09-2010,3
07-09-2010,3
07-09-2010,3
07-09-2010,3
07-09-2010,3
07-09-2010,3
07-09-2010,3
07-09-2010,3
07-09-2010,3
07-09-2010,3
07-09-2010,3
07-09-2010,3
07-09-2010,3
07-09-2010,3
07-09-2010,3
07-09-2010,3.1
07-09-2010,3.1
07-09-2010,3.1
07-09-2010,3.1
07-09-2010,3.1
07-09-2010,3.2
07-09-2010,3.2
07-09-2010,3.2
07-09-2010,3.2
07-09-2010,3.2
07-09-2010,3.3
07-09-2010,3.3
07-09-2010,3.3
07-09-2010,3.3
07-09-2010,3.3
07-09-2010,3.4
07-09-2010,3.4
07-09-2010,3.4
07-09-2010,3.4
07-09-2010,3.4
07-09-2010,3.4
07-09-2010,3.4
07-09-2010,3.4
07-09-2010,3.4
07-09-2010,3.5
07-09-2010,3.5
07-09-2010,3.5
07-09-2010,3.5
07-09-2010,3.5
07-09-2010,3.6
07-09-2010,3.6
07-09-2010,3.6
07-09-2010,3.7
07-09-2010,3.7
07-09-2010,3.7
07-09-2010,3.7
07-09-2010,3.7
07-09-2010,3.7
07-09-2010,3.8
07-09-2010,3.8
07-09-2010,3.9
07-09-2010,3.9
07-09-2010,3.9
07-09-2010,4
07-09-2010,4.1
07-09-2010,4.1
07-09-2010,4.2
07-09-2010,4.3
07-09-2010,4.6
07-09-2010,4.8
07-09-2010,5
07-09-2011,3
07-09-2011,3
07-09-2011,3
07-09-2011,3
07-09-2011,3
07-09-2011,3.1
07-09-2011,3.1
07-09-2011,3.2
07-09-2011,3.2
07-09-2011,3.3
