Date,Count
20160331,2
20160331,2
20160330,1
20160330,90
20160329,3
20160328,1
20160328,84
20160328,2
20160327,1
20160326,1
20160326,12
20160325,1
20160324,1
20160324,1
20160324,2
20160323,2
20160322,1
20160321,1
20160321,1
20160320,1
20160320,1
20160320,1
20160320,4
20160320,2
20160320,1
20160320,2
20160320,1
20160320,1
20160320,3
20160320,2
20160320,5
20160320,1
20160320,2
20160320,21
20160320,2
20160320,3
20160320,1
20160320,11
20160320,5
20160320,2
20160320,2
20160320,10
20160320,1
20160320,1
20160320,3
20160320,8
20160319,51
20160319,1
20160319,1
20160319,1
20160319,1
20160319,9
20160319,0
20160319,1
20160318,1
20160317,4
20160317,1
20160317,1
20160317,6
20160317,11
20160317,1
20160317,20
20160317,1
20160317,5
20160317,1
20160317,3
20160317,1
20160317,2
20160317,6
20160317,9
20160316,1
20160316,3
20160315,1
20160314,1
20160314,8
20160314,1
20160314,3
20160314,1
20160314,1
20160314,1
20160313,1
20160313,1
20160312,1
20160312,1
20160312,1
20160311,1
20160311,1
20160310,7
20160310,1
20160308,1
20160308,1
20160308,1
20160308,1
20160308,1
20160307,1
20160307,1
20160307,2
20160306,25
20160306,1
20160305,3
20160304,20
20160303,1
20160303,1
20160302,3
20160302,1
20160302,1
20160301,1
20160301,4
20160301,2
20160301,1
20160229,1
20160229,1
20160229,3
20160228,1
20160228,1
20160227,1
20160225,1
20160223,1
20160223,5
20160221,1
20160221,1
20160221,13
20160221,3
20160221,3
20160221,6
20160221,1
20160221,10
20160221,2
20160221,1
20160221,30
20160221,5
20160221,3
20160221,3
20160221,1
20160221,28
20160221,1
20160221,6
20160221,3
20160221,1
20160220,1
20160219,1
20160219,1
20160219,2
20160219,1
20160219,2
20160218,4
20160218,1
20160218,1
20160218,2
20160218,3
20160218,6
20160218,1
20160218,25
20160218,1
20160218,3
20160218,1
20160218,3
20160218,6
20160218,1
20160218,2
20160218,8
20160217,1
20160217,1
20160217,1
20160217,1
20160217,1
20160217,1
20160217,1
20160217,1
20160217,1
20160217,3
20160217,2
20160217,1
20160217,3
20160217,6
20160217,5
20160216,1
20160216,2
20160215,1
20160215,1
20160214,1
20160214,1
20160212,1
20160212,28
20160212,26
20160212,3
20160212,6
20160212,2
20160212,3
20160211,1
20160211,7
20160211,1
20160211,3
20160210,1
20160210,1
20160209,1
20160209,11
20160208,1
20160208,36
20160208,1
20160207,1
20160207,1
20160207,56
20160207,2
20160207,1
20160207,1
20160207,2
20160207,7
20160207,1
20160207,4
20160206,1
20160205,1
20160205,1
20160205,5
20160202,9
20160202,7
20160201,1
20160201,20
20160201,1
20160201,2
20160131,3
20160131,1
20160131,1
20160131,1
20160130,39
20160130,1
20160130,70
20160130,2
20160129,1
20160129,1
20160129,2
20160129,3
20160129,1
20160128,1
20160128,41
20160127,7
20160127,1
20160126,21
20160126,35
20160126,1
20160126,1
20160126,1
20160125,1
20160125,1
20160125,3
20160125,1
20160125,2
20160125,1
20160125,1
20160125,1
20160124,1
20160124,1
20160124,2
20160123,1
20160123,1
20160123,1
20160121,1
20160121,24
20160121,1
20160121,1
20160121,8
20160121,44
20160121,2
20160120,2
20160120,14
20160120,1
20160120,1
20160120,1
20160120,2
20160120,2
20160120,1
20160120,2
20160119,14
20160119,1
20160118,1
20160118,9
20160118,4
20160117,1
20160117,1
20160117,1
20160116,1
20160116,6
20160116,1
20160115,1
20160115,3
20160115,4
20160115,1
20160115,1
20160114,6
20160114,6
20160113,1
20160112,1
20160112,1
20160112,1
20160111,3
20160111,1
20160111,15
20160111,9
20160111,1
20160110,1
20160110,2
20160110,2
20160110,1
20160110,3
20160110,1
20160110,1
20160109,7
20160109,1
20160109,1
20160108,4
20160108,1
20160108,4
20160108,1
20160108,36
20160108,2
20160105,36
20160105,1
20160105,1
20160105,1
20160105,1
20160104,3
20160104,1
20160104,1
20160104,1
20160102,3
20160102,1
20160102,1
20160102,4
20160101,1
20160101,1
20160101,6
20160101,3
20160101,1
20160101,2
20160101,1
20160101,2
20151231,5
20151231,2
20151231,1
20151231,126
20151231,1
20151231,1
20151231,1
20151231,4
20151230,2
20151230,7
20151230,3
20151229,1
20151229,1
20151229,1
20151228,4
20151228,1
20151228,1
20151228,1
20151227,1
20151227,1
20151226,13
20151225,1
20151225,1
20151225,2
20151224,20
20151224,1
20151224,2
20151224,1
20151223,1
20151223,1
20151222,2
20151222,11
20151222,14
20151221,1
20151220,1
20151220,2
20151220,12
20151220,36
20151220,1
20151220,3
20151220,1
20151220,6
20151220,1
20151220,1
20151220,23
20151220,11
20151220,2
20151220,6
20151220,3
20151220,3
20151219,2
20151219,1
20151219,1
20151219,1
20151219,1
20151219,2
20151219,1
20151218,18
20151218,4
20151218,4
20151218,1
20151218,1
20151218,1
20151217,1
20151217,2
20151217,4
20151217,5
20151217,1
20151217,3
20151217,8
20151217,1
20151217,2
20151216,2
20151216,4
20151216,1
20151216,5
20151216,1
20151216,3
20151216,3
20151216,8
20151216,5
20151216,34
20151216,1
20151216,2
20151216,2
20151216,10
20151215,5
20151215,3
20151215,2
20151215,2
20151215,3
20151215,1
20151215,9
20151214,1
20151214,6
20151214,1
20151214,1
20151214,1
20151212,1
20151211,1
20151210,4
20151210,13
20151210,1
20151210,5
20151210,3
20151209,1
20151209,25
20151209,1
20151209,1
20151209,3
20151209,3
20151208,38
20151208,6
20151208,7
20151207,2
20151207,1
20151204,3
20151204,2
20151204,1
20151203,1
20151203,5
20151203,1
20151203,1
20151202,1
20151202,1
20151201,1
20151201,1
20151201,33
20151201,1
20151201,1
20151201,1
20151201,1
20151201,2
20151201,1
20151201,2
20151130,4
20151129,1
20151128,5
20151128,2
20151128,4
20151127,4
20151126,1
20151125,1
20151125,1
20151124,1
20151124,1
20151124,4
20151123,5
20151121,1
20151120,1
20151120,1
20151120,1
20151119,2
20151119,1
20151119,6
20151119,3
20151119,1
20151119,3
20151119,3
20151119,3
20151118,15
20151118,1
20151118,3
20151118,1
20151118,1
20151117,3
20151117,8
20151117,1
20151117,1
20151117,1
20151117,0
20151117,11
20151117,0
20151117,5
20151117,1
20151117,2
20151117,1
20151117,1
20151117,1
20151116,1
20151115,1
20151115,4
20151115,1
20151115,15
20151114,1
20151113,1
20151113,2
20151113,1
20151113,1
20151112,1
20151112,5
20151112,1
20151111,6
20151111,1
20151110,1
20151110,15
20151110,1
20151108,1
20151107,1
20151107,1
20151106,1
20151106,1
20151105,2
20151105,1
20151105,1
20151103,1
20151103,10
20151103,1
20151103,1
20151101,1
20151101,11
20151101,1
20151101,1
20151101,10
20151101,12
20151101,4
20151101,4
20151031,4
20151031,4
20151031,1
20151031,2
20151031,1
20151031,5
20151030,8
20151030,1
20151030,1
20151029,4
20151029,2
20151029,7
20151029,39
20151029,1
20151029,1
20151029,1
20151029,1
20151028,2
20151028,3
20151028,3
20151028,4
20151028,19
20151028,43
20151028,13
20151028,1
20151028,1
20151028,1
20151028,2
20151028,1
20151027,2
20151026,1
20151026,1
20151026,1
20151026,1
20151026,1
20151025,43
20151025,10
20151025,2
20151022,5
20151022,3
20151022,23
20151022,6
20151022,1
20151021,13
20151021,1
20151021,1
20151021,2
20151021,4
20151021,2
20151021,1
20151021,3
20151020,1
20151020,1
20151020,1
20151020,3
20151020,3
20151020,2
20151020,5
20151020,2
20151020,1
20151020,1
20151020,30
20151020,8
20151020,20
20151019,2
20151019,5
20151019,1
20151019,1
20151019,3
20151019,2
20151019,5
20151018,1
20151018,1
20151018,20
20151017,7
20151017,2
20151016,13
20151016,1
20151016,1
20151016,1
20151016,1
20151015,8
20151015,1
20151015,1
20151015,1
20151015,1
20151015,1
20151015,1
20151014,1
20151014,1
20151014,3
20151014,9
20151014,1
20151014,1
20151014,1
20151013,2
20151013,1
20151013,28
20151013,5
20151013,1
20151012,1
20151012,8
20151011,1
20151010,11
20151010,0
20151010,1
20151009,2
20151009,1
20151009,2
20151009,3
20151008,8
20151008,1
20151008,3
20151007,1
20151007,3
20151007,4
20151007,1
20151006,3
20151006,1
20151006,14
20151005,95
20151005,1
20151005,1
20151005,1
20151004,2
20151004,1
20151004,2
20151003,2
20151002,1
20151001,7
20151001,1
20151001,2
20151001,2
20151001,1
20150930,2
20150930,1
20150930,3
20150930,1
20150929,1
20150929,6
20150929,22
20150929,1
20150929,1
20150929,1
20150929,1
20150928,1
20150927,17
20150927,1
20150927,1
20150925,7
20150924,1
20150924,1
20150924,1
20150924,5
20150923,1
20150923,1
20150922,1
20150922,2
20150922,2
20150922,1
20150921,1
20150920,1
20150920,26
20150920,2
20150920,1
20150920,26
20150920,1
20150920,1
20150920,1
20150920,1
20150920,1
20150920,2
20150920,1
20150920,3
20150920,1
20150919,13
20150919,1
20150919,2
20150919,1
20150919,1
20150919,3
20150919,1
20150919,5
20150918,7
20150918,1
20150918,1
20150918,1
20150918,2
20150918,1
20150918,1
20150917,3
20150917,2
20150917,1
20150915,22
20150914,2
20150913,38
20150912,1
20150912,1
20150912,4
20150912,1
20150912,1
20150910,1
20150910,1
20150910,1
20150910,1
20150909,1
20150907,1
20150907,1
20150907,1
20150906,2
20150906,20
20150906,1
20150906,1
20150905,1
20150905,1
20150905,1
20150904,1
20150904,1
20150903,61
20150903,44
20150903,1
20150902,5
20150902,10
20150902,1
20150902,1
20150902,1
20150901,4
20150901,1
20150901,3
20150901,2
20150901,4
20150901,1
20150901,2
20150901,1
20150901,2
20150901,1
20150901,2
20150831,1
20150831,1
20150831,6
20150831,3
20150831,1
20150830,37
20150829,1
20150828,1
20150828,2
20150828,1
20150827,202
20150827,71
20150827,8
20150827,1
20150827,1
20150826,52
20150825,2
20150825,1
20150825,1
20150825,1
20150824,3
20150824,6
20150824,1
20150824,1
20150824,1
20150823,1
20150823,24
20150823,1
20150822,1
20150822,1
20150821,1
20150821,1
20150821,1
20150821,1
20150820,1
20150820,1
20150820,2
20150820,5
20150819,3
20150819,1
20150819,5
20150818,6
20150818,1
20150818,1
20150818,1
20150818,20
20150817,9
20150817,1
20150817,1
20150817,1
20150817,1
20150816,1
20150816,1
20150815,1
20150815,2
20150815,49
20150814,1
20150814,1
20150813,1
20150811,60
20150811,1
20150811,1
20150810,1
20150810,1
20150810,1
20150810,1
20150808,1
20150808,10
20150807,1
20150806,222
20150806,3
20150806,2
20150805,1
20150805,1
20150804,1
20150804,1
20150804,1
20150803,1
20150803,1
20150803,5
20150802,4
20150801,1
20150801,1
20150801,1
20150801,1
20150801,1
20150801,1
20150801,1
20150731,1
20150730,1
20150730,1
20150729,1
20150729,1
20150729,1
20150728,1
20150728,2
20150728,1
20150727,14
20150727,1
20150724,1
20150724,1
20150724,1
20150723,40
20150723,1
20150723,1
20150723,7
20150721,3
20150719,1
20150719,1
20150716,6
20150716,1
20150716,1
20150715,100
20150715,1
20150715,1
20150715,1
20150714,1
20150713,1
20150711,1
20150710,30
20150709,9
20150709,12
20150709,1
20150707,18
20150707,1
20150707,1
20150706,1
20150705,2
20150705,2
20150704,1
20150702,1
20150702,1
20150701,1
20150701,1
20150701,2
20150701,1
20150701,2
20150701,1
20150701,3
20150701,1
20150701,1
20150701,1
20150701,3
20150701,3
20150701,1
20150630,1
20150630,2
20150629,1
20150629,1
20150628,1
20150627,1
20150627,1
20150626,1
20150626,9
20150625,1
20150625,1
20150623,6
20150623,1
20150622,1
20150621,1
20150621,1
20150620,22
20150620,1
20150619,2
20150618,1
20150618,1
20150618,1
20150618,1
20150617,3
20150617,1
20150617,1
20150616,1
20150616,1
20150616,1
20150616,1
20150615,15
20150614,5
20150613,1
20150610,1
20150608,1
20150608,1
20150603,18
20150603,0
20150603,0
20150603,1
20150602,3
20150601,2
20150601,1
20150601,1
20150601,1
20150601,60
20150601,1
20150601,1
20150531,1
20150531,1
20150531,1
20150530,25
20150530,1
20150528,8
20150528,1
20150528,1
20150528,1
20150527,1
20150526,1
20150526,1
20150526,2
20150525,5
20150524,47
20150523,1
20150523,5
20150522,1
20150521,1
20150521,1
20150520,8
20150519,1
20150519,1
20150518,1
20150515,1
20150515,10
20150513,1
20150512,1
20150512,1
20150510,1
20150505,2
20150504,46
20150502,3
20150502,10
20150501,6
20150501,2
20150501,36
20150501,106
20150501,1
20150501,2
20150430,2
20150424,1
20150424,1
20150423,14
20150423,1
20150423,1
20150421,1
20150421,1
20150421,1
20150420,2
20150420,1
20150420,1
20150418,750
20150417,1
20150417,1
20150416,1
20150416,41
20150416,12
20150415,3
20150414,1
20150413,400
20150413,1
20150413,1
20150413,1
20150411,3
20150410,2
20150410,1
20150409,40
20150408,4
20150406,11
20150406,1
20150403,1
20150402,1
20150402,2
20150401,1
20150401,1
20150401,2
20150401,1
20150331,130
20150331,243
20150331,1
20150329,4
20150329,1
20150326,1
20150326,1
20150319,3
20150317,1
20150317,8
20150317,0
20150317,6
20150317,1
20150317,1
20150311,12
20150311,1
20150310,2
20150309,1
20150309,42
20150308,4
20150306,1
20150306,1
20150306,1
20150306,1
20150304,25
20150304,1
20150303,50
20150303,1
20150301,3
20150301,1
20150301,2
20150301,2
20150301,2
20150228,6
20150228,5
20150227,15
20150224,1
20150223,1
20150221,1
20150221,1
20150218,1
20150214,1
20150209,307
20150208,29
20150207,9
20150206,1
20150206,1
20150202,36
20150202,3
20150130,10
20150130,1
20150129,57
20150128,1
20150127,1
20150127,1
20150125,1
20150123,1
20150122,21
20150120,1
20150120,12
20150119,1
20150118,1
20150117,1
20150116,45
20150114,2
20150111,1
20150110,1
20150109,1
20150108,1
20150107,2
20150107,1
20150104,5
20150104,1
20150104,1
20150103,1
20150103,1
20150101,26
20150101,1
20150101,3
20150101,1
20150101,2
20150101,1
20150101,1
20150101,1
20141231,1
20141231,24
20141231,2
20141231,9
20141231,1
20141231,750
20141231,17
20141231,23
20141231,1
20141231,5
20141231,30
20141231,9
20141230,4
20141229,1
20141205,41
20141128,4
20141124,12
20141123,6
20141119,2
20141116,30
20141112,4
20141107,38
20141029,1
20141027,1
20141024,1
20141020,1
20141019,1
20141017,2
20141017,1
20141017,1
20141017,1
20141017,95
20141017,4
20141017,3
20141016,64
20141012,8
20141011,1
20141008,1
20141006,1
20141005,20
20141001,2
20140930,16
20140930,149
20140925,1
20140925,88
20140923,18
20140921,500
20140914,1
20140914,1
20140914,1
20140912,1
20140912,9
20140912,1
20140911,1
20140910,2
20140910,1
20140910,1
20140905,1
20140902,1
20140902,1
20140901,164
20140901,43
20140831,17
20140831,64
20140831,50
20140831,100
20140831,1
20140831,1
20140831,1
20140829,23
20140829,42
20140828,1
20140828,1
20140825,1
20140825,24
20140824,9
20140824,251
20140824,26
20140823,1
20140822,1
20140822,1
20140821,1
20140818,1
20140816,1
20140805,1
20140805,1
20140805,172
20140804,1
20140803,1
20140731,1
20140731,1
20140731,1
20140730,1
20140730,1
20140728,1
20140728,128
20140727,1
20140726,1
20140724,1
20140724,1
20140721,19
20140719,55
20140719,151
20140719,29
20140719,3
20140717,1
20140717,41
20140717,3
20140715,20
20140714,110
20140713,1
20140712,12
20140711,25
20140707,1
20140707,1
20140706,200
20140705,1
20140705,13
20140702,1
20140702,1
20140701,1
20140701,75
20140629,6
20140629,45
20140628,1
20140627,240
20140625,1
20140619,1
20140619,1
20140618,1
20140618,35
20140618,4
20140617,1
20140616,29
20140615,1
20140614,1
20140614,1
20140614,10
20140613,1
20140612,1
20140612,1
20140612,1
20140612,1
20140610,1
20140610,1
20140609,1
20140609,1
20140609,5
20140608,4
20140606,1
20140605,3
20140603,1
20140601,1
20140531,62
20140530,1
20140530,1
20140528,1
20140527,1
20140523,1
20140523,1
20140522,1
20140521,1
20140513,1
20140512,217
20140510,1
20140509,46
20140508,1
20140507,1
20140506,1
20140506,77
20140505,29
20140502,4
20140502,1
20140501,9
20140501,1
20140430,40
20140430,1
20140427,1
20140427,1
20140423,1
20140421,5
20140418,1
20140417,4
20140417,1
20140416,9
20140414,10
20140414,1
20140414,1
20140414,1
20140410,1
20140410,1
20140409,17
20140409,1
20140402,1
20140330,1
20140330,1
20140330,1
20140326,1
20140326,1
20140326,1
20140323,1
20140322,251
20140318,9
20140317,1
20140315,1
20140315,1
20140315,1
20140314,1
20140312,1
20140311,44
20140311,1
20140309,1
20140304,1
20140227,7
20140226,17
20140226,1
20140225,1
20140221,1
20140220,8
20140220,1
20140218,1
20140217,2
20140217,1
20140216,1
20140216,1
20140211,1
20140206,15
20140130,1
20140130,1
20140129,1
20140129,1
20140128,1
20140125,1
20140124,1
20140124,1
20140122,1
20140119,12
20140117,1
20140116,1
20140116,1
20140114,1
20140112,1
20140106,1
